delivery_partner_id,partner_name,vehicle_type,employment_type,avg_rating,is_active
DP01100,Divya V,Bike,Full-time,4.61,Y
DP05061,Pooja G,Car,Part-time,4.25,Y
DP01487,Pooja M,Scooter,Part-time,4.41,Y
DP12698,Kiran L,Scooter,Part-time,4.35,Y
DP04554,Nikhil J,Cycle,Full-time,4,Y
DP10929,Manoj T,Bike,Full-time,4.3,Y
DP11989,Manoj C,Scooter,Full-time,4.98,Y
DP12584,Amit F,Scooter,Part-time,4.51,Y
DP14824,Pooja C,Cycle,Full-time,4.05,Y
DP00906,Shreya V,Car,Contract,4.41,Y
DP08961,Ravi O,Cycle,Full-time,3.87,Y
DP04236,Sneha F,Scooter,Contract,4.28,Y
DP07103,Amit U,Scooter,Part-time,4.03,Y
DP06413,Manoj O,Scooter,Part-time,4.65,Y
DP05296,Neha B,Scooter,Full-time,4.69,Y
DP03076,Neha Z,Cycle,Part-time,4.16,Y
DP08593,Santosh D,Bike,Full-time,3.83,Y
DP08270,Rakesh L,Bike,Contract,3.8,Y
DP05663,Priya W,Scooter,Contract,4.12,Y
DP13491,Santosh F,Scooter,Contract,4.2,Y
DP02140,Vikas J,Bike,Contract,5,Y
DP10100,Rakesh S,Scooter,Part-time,4.3,Y
DP07171,Neha J,Scooter,Full-time,4.21,Y
DP07219,Ananya V,Bike,Full-time,4.21,Y
DP13612,Kiran G,Bike,Contract,3.75,Y
DP08839,Rahul Z,Bike,Full-time,4.66,Y
DP04697,Vikas W,Car,Full-time,4.2,N
DP03418,Suresh T,Scooter,Part-time,3.9,Y
DP11131,Amit L,Scooter,Part-time,4.36,Y
DP01982,Divya A,Bike,Full-time,4.43,Y
DP06382,Amit R,Scooter,Part-time,4.98,Y
DP14966,Shreya S,Scooter,Full-time,4.51,Y
DP11126,Manoj D,Bike,Full-time,4.4,Y
DP04402,Suresh P,Scooter,Full-time,3.86,Y
DP14743,Priya Z,Cycle,Contract,3.76,Y
DP13738,Pooja B,Scooter,Full-time,4.56,Y
DP04456,Pooja G,Scooter,Part-time,4.05,Y
DP12737,Santosh F,Scooter,Part-time,4.43,Y
DP01508,Pooja D,Bike,Part-time,3.87,Y
DP05014,Shreya M,Scooter,Part-time,3.89,Y
DP03819,Arjun M,Scooter,Part-time,4.15,Y
DP10010,Suresh C,Scooter,Full-time,4.2,Y
DP01489,Kiran H,Car,Full-time,4.1,Y
DP08845,Ravi L,Cycle,Full-time,4.49,Y
DP13623,Divya K,Bike,Full-time,4.61,Y
DP00954,Ananya U,Bike,Part-time,3.75,Y
DP03793,Nikhil B,Bike,Contract,4.59,Y
DP07438,Rahul F,Bike,Part-time,4.29,Y
DP07427,Amit X,Bike,Full-time,3.86,Y
DP07590,Divya G,Cycle,Contract,4.29,Y
DP12953,Deepak V,Scooter,Part-time,3.9,Y
DP14380,Shreya N,Scooter,Part-time,3.84,Y
DP13640,Sneha C,Scooter,Full-time,4.42,Y
DP07967,Ananya B,Bike,Part-time,4.38,Y
DP12636,Priya U,Car,Contract,4.38,N
DP07753,Pooja A,Bike,Full-time,3.46,N
DP12052,Manoj T,Car,Full-time,4.65,Y
DP05707,Divya I,Scooter,Part-time,4.58,Y
DP14750,Ananya M,Bike,Full-time,4.16,Y
DP05225,Manoj G,Cycle,Full-time,4.19,Y
DP03821,Nikhil Y,Bike,Contract,4.48,Y
DP09425,Kiran C,Cycle,Contract,3.92,Y
DP06732,Kiran H,Scooter,Full-time,4.29,Y
DP06491,Ananya Q,Bike,Full-time,3.89,N
DP12940,Meena I,Cycle,Full-time,3.65,Y
DP07516,Kiran L,Scooter,Full-time,4.49,Y
DP11979,Divya X,Scooter,Contract,3.86,Y
DP08729,Pooja Z,Car,Contract,3.72,Y
DP13689,Santosh N,Car,Part-time,4.17,Y
DP03924,Arjun J,Bike,Full-time,4.59,Y
DP04081,Suresh A,Bike,Contract,4.06,Y
DP09220,Kiran O,Bike,Full-time,4.48,N
DP02148,Manoj F,Bike,Part-time,4.16,Y
DP07694,Shreya F,Bike,Part-time,3.6,Y
DP06296,Vikas Q,Bike,Part-time,3.67,Y
DP01092,Arjun O,Bike,Part-time,3.8,Y
DP02351,Deepak B,Car,Full-time,4.19,Y
DP00750,Rahul A,Bike,Full-time,4.45,N
DP03315,Deepak A,Bike,Contract,3.62,Y
DP05505,Ravi F,Scooter,Part-time,3.93,Y
DP08740,Rahul B,Cycle,Part-time,4.63,Y
DP07309,Deepak M,Scooter,Full-time,5,Y
DP14374,Rahul D,Scooter,Full-time,4.15,Y
DP02223,Pooja G,Scooter,Full-time,4.11,Y
DP10572,Ananya T,Scooter,Full-time,4.04,Y
DP03748,Sneha L,Bike,Part-time,4.53,Y
DP14205,Meena P,Bike,Part-time,4.51,Y
DP09480,Shreya O,Bike,Contract,4.51,Y
DP05880,Vikas C,Scooter,Full-time,3.88,Y
DP05313,Rakesh Q,Scooter,Full-time,4.42,Y
DP14415,Ravi U,Scooter,Part-time,4.28,Y
DP01529,Nikhil Q,Car,Full-time,3.94,N
DP05516,Shreya Z,Bike,Contract,4.21,Y
DP10370,Arjun G,Scooter,Part-time,4.36,Y
DP10764,Manoj G,Bike,Contract,4.37,Y
DP04037,Pooja M,Cycle,Full-time,4.02,Y
DP03937,Suresh B,Cycle,Part-time,4.62,Y
DP10569,Divya Y,Bike,Part-time,4.79,Y
DP08159,Priya F,Bike,Part-time,4.19,Y
DP07061,Nikhil S,Cycle,Contract,4.43,Y
DP00464,Shreya Y,Bike,Part-time,3.96,N
DP01909,Santosh B,Bike,Part-time,4.47,Y
DP14453,Meena T,Scooter,Part-time,3.98,Y
DP00708,Vikas B,Scooter,Contract,3.45,N
DP11205,Manoj W,Scooter,Part-time,3.94,Y
DP09954,Amit T,Bike,Contract,3.86,Y
DP00608,Shreya E,Bike,Part-time,3.98,Y
DP08051,Arjun B,Car,Full-time,4.13,Y
DP09753,Ananya W,Scooter,Full-time,4.03,Y
DP05236,Neha U,Bike,Part-time,4.18,Y
DP02581,Vikas K,Cycle,Contract,4.05,N
DP06065,Nikhil Q,Bike,Full-time,4.48,Y
DP01681,Santosh O,Scooter,Part-time,4.69,Y
DP01093,Divya S,Scooter,Full-time,3.6,Y
DP02643,Ananya N,Bike,Full-time,4.35,Y
DP11873,Deepak G,Scooter,Contract,4.19,Y
DP07310,Ananya D,Cycle,Contract,3.91,N
DP02911,Ananya D,Cycle,Part-time,3.83,Y
DP08505,Rakesh R,Car,Contract,4.06,Y
DP08809,Priya V,Cycle,Contract,3.87,N
DP03452,Shreya K,Scooter,Full-time,4.04,Y
DP12001,Divya N,Bike,Contract,3.84,Y
DP05297,Neha C,Cycle,Full-time,4.29,Y
DP03476,Deepak H,Bike,Full-time,4.42,Y
DP00709,Neha J,Scooter,Part-time,4.68,Y
DP09101,Priya C,Bike,Part-time,4,Y
DP04946,Divya G,Scooter,Full-time,4.57,Y
DP11529,Kiran H,Cycle,Part-time,3.8,Y
DP14360,Vikas C,Cycle,Part-time,4.44,N
DP05814,Manoj U,Scooter,Part-time,3.81,N
DP00457,Amit T,Scooter,Full-time,4.42,Y
DP09865,Sneha Z,Scooter,Full-time,4.46,Y
DP14710,Priya N,Bike,Part-time,3.92,Y
DP13748,Pooja D,Bike,Part-time,4.48,Y
DP06981,Meena A,Bike,Full-time,3.51,Y
DP03499,Kiran F,Car,Full-time,4.16,Y
DP08554,Meena T,Scooter,Part-time,3.77,N
DP14134,Shreya P,Bike,Contract,4.76,Y
DP00379,Rakesh Z,Bike,Full-time,4.25,N
DP02379,Arjun D,Scooter,Full-time,4.13,Y
DP14624,Arjun R,Scooter,Full-time,4.29,Y
DP12103,Priya L,Cycle,Contract,4.53,Y
DP05966,Vikas Q,Scooter,Full-time,4.31,N
DP01846,Santosh U,Car,Contract,3.76,Y
DP02782,Pooja W,Scooter,Full-time,4,Y
DP13765,Priya B,Bike,Full-time,4.28,Y
DP03375,Arjun W,Scooter,Contract,4.43,Y
DP09743,Divya K,Scooter,Part-time,3.93,Y
DP05547,Priya T,Bike,Full-time,4.36,Y
DP03782,Ravi Q,Cycle,Full-time,4.23,Y
DP00720,Rahul C,Bike,Part-time,4.7,Y
DP14033,Divya H,Cycle,Full-time,3.91,Y
DP13332,Arjun I,Scooter,Part-time,3.67,Y
DP10381,Nikhil D,Scooter,Full-time,3.93,Y
DP03604,Amit L,Scooter,Full-time,4.38,Y
DP08639,Meena O,Car,Full-time,3.79,Y
DP02702,Nikhil D,Cycle,Part-time,4.26,Y
DP05932,Meena S,Bike,Full-time,3.63,Y
DP12032,Pooja I,Scooter,Full-time,4.23,Y
DP03359,Pooja J,Bike,Part-time,4.21,N
DP05988,Shreya M,Bike,Full-time,4.3,Y
DP13902,Divya D,Car,Full-time,3.63,Y
DP02871,Manoj K,Scooter,Part-time,4.66,N
DP00493,Amit O,Scooter,Contract,4.42,N
DP08117,Divya R,Bike,Full-time,4.11,Y
DP04318,Nikhil A,Scooter,Full-time,4.19,Y
DP14798,Shreya B,Scooter,Contract,3.42,N
DP00326,Rakesh J,Bike,Part-time,4.27,Y
DP03678,Priya J,Scooter,Full-time,4,Y
DP14936,Pooja Q,Cycle,Part-time,4.38,Y
DP12848,Arjun M,Bike,Part-time,4.19,Y
DP03568,Nikhil Z,Cycle,Part-time,4.24,Y
DP02497,Rakesh Y,Bike,Full-time,3.7,Y
DP10056,Santosh L,Scooter,Full-time,4.4,Y
DP06713,Rahul N,Bike,Part-time,3.87,Y
DP14860,Neha D,Scooter,Contract,4.14,Y
DP08181,Deepak F,Bike,Full-time,3.95,Y
DP06733,Kiran G,Bike,Full-time,4.16,N
DP07858,Vikas Y,Bike,Contract,4.2,Y
DP14496,Deepak D,Scooter,Full-time,4.39,Y
DP11282,Deepak F,Bike,Full-time,4.46,Y
DP13965,Ananya D,Scooter,Full-time,3.73,Y
DP06351,Nikhil K,Scooter,Full-time,3.7,Y
DP12486,Suresh T,Bike,Part-time,3.67,Y
DP01060,Vikas Q,Bike,Full-time,4.34,Y
DP10194,Vikas T,Bike,Part-time,3.7,Y
DP11533,Nikhil Y,Cycle,Full-time,4.41,Y
DP12681,Santosh F,Cycle,Full-time,4.63,Y
DP11290,Divya A,Cycle,Part-time,4.46,Y
DP02342,Priya J,Bike,Full-time,3.64,Y
DP13646,Suresh H,Bike,Part-time,4.09,Y
DP12530,Vikas M,Scooter,Part-time,4.53,Y
DP01997,Shreya V,Bike,Part-time,4.43,Y
DP06308,Deepak N,Scooter,Full-time,4.32,Y
DP07655,Pooja O,Cycle,Full-time,4.17,Y
DP05755,Neha X,Bike,Part-time,4.4,Y
DP08939,Divya S,Scooter,Contract,4.27,Y
DP07304,Deepak H,Scooter,Full-time,4.53,Y
DP02189,Ravi W,Scooter,Contract,4.17,N
DP07158,Rahul A,Bike,Full-time,4.11,Y
DP14643,Arjun N,Bike,Part-time,4.02,Y
DP08408,Meena A,Scooter,Part-time,3.78,Y
DP05776,Manoj L,Bike,Part-time,3.64,Y
DP12562,Divya S,Cycle,Full-time,3.98,Y
DP05234,Santosh B,Scooter,Part-time,4.52,Y
DP03026,Manoj Y,Cycle,Part-time,4.09,Y
DP09990,Sneha N,Scooter,Full-time,3.75,Y
DP04900,Pooja I,Bike,Contract,3.46,Y
DP04575,Divya H,Bike,Part-time,4.07,Y
DP08212,Ravi P,Cycle,Contract,4.15,Y
DP12133,Divya M,Scooter,Contract,3.87,Y
DP08396,Priya R,Bike,Part-time,3.25,Y
DP00273,Priya V,Scooter,Full-time,4.13,Y
DP01481,Suresh P,Bike,Full-time,3.72,Y
DP05338,Sneha M,Scooter,Contract,4.52,Y
DP05802,Arjun D,Cycle,Full-time,4.26,Y
DP07437,Amit Z,Bike,Part-time,3.83,Y
DP06292,Neha Y,Bike,Full-time,4.17,Y
DP02331,Vikas U,Scooter,Full-time,4.2,Y
DP14418,Priya W,Scooter,Part-time,4.43,Y
DP01597,Priya R,Bike,Full-time,4.46,Y
DP11344,Divya D,Scooter,Full-time,4.17,Y
DP02592,Manoj E,Scooter,Contract,4.31,Y
DP04861,Suresh I,Cycle,Full-time,4.01,Y
DP12476,Nikhil Z,Scooter,Part-time,4.42,Y
DP12188,Priya D,Bike,Full-time,4.01,Y
DP09035,Shreya E,Scooter,Full-time,4.84,Y
DP09839,Kiran T,Cycle,Part-time,4.13,Y
DP08229,Shreya Z,Bike,Part-time,4.2,Y
DP05672,Neha N,Cycle,Contract,4.13,Y
DP07355,Divya R,Scooter,Full-time,4.09,Y
DP04355,Shreya O,Scooter,Full-time,4.33,Y
DP04692,Meena P,Cycle,Full-time,4.09,Y
DP02411,Meena U,Bike,Part-time,4.2,Y
DP10231,Amit A,Scooter,Full-time,4.41,Y
DP13642,Suresh U,Cycle,Full-time,3.8,Y
DP02769,Vikas Y,Bike,Part-time,4.05,Y
DP12888,Santosh P,Cycle,Full-time,4.98,Y
DP06007,Kiran M,Scooter,Full-time,4.15,N
DP01115,Suresh K,Scooter,Full-time,3.95,Y
DP13733,Manoj C,Scooter,Part-time,4.16,Y
DP05199,Amit D,Bike,Full-time,4.24,Y
DP07886,Shreya K,Car,Full-time,4.03,Y
DP02149,Shreya E,Cycle,Part-time,4.27,Y
DP13864,Rakesh S,Scooter,Full-time,4.39,N
DP10135,Arjun W,Bike,Part-time,4.38,Y
DP01344,Ravi O,Bike,Contract,4.02,Y
DP10681,Rakesh S,Bike,Part-time,3.99,Y
DP07337,Nikhil D,Car,Full-time,4.51,Y
DP02225,Ananya Y,Cycle,Part-time,4.33,Y
DP09590,Sneha O,Bike,Full-time,4.49,N
DP05349,Kiran S,Bike,Full-time,4.07,Y
DP07512,Santosh F,Scooter,Part-time,4.2,Y
DP03703,Suresh E,Bike,Part-time,3.48,Y
DP08523,Arjun P,Bike,Contract,4.08,Y
DP12599,Santosh A,Cycle,Part-time,4.51,N
DP06628,Vikas E,Cycle,Part-time,4.21,Y
DP12571,Ravi J,Scooter,Part-time,4.66,Y
DP02701,Sneha I,Scooter,Part-time,4.11,Y
DP12496,Santosh N,Bike,Part-time,4.29,Y
DP14629,Divya E,Bike,Full-time,4.4,N
DP03483,Rakesh L,Car,Full-time,4.09,Y
DP06291,Deepak T,Car,Part-time,3.72,Y
DP05705,Shreya P,Scooter,Part-time,4.58,Y
DP11578,Neha G,Cycle,Full-time,4.41,Y
DP02834,Divya U,Cycle,Full-time,4.24,Y
DP12330,Suresh Z,Scooter,Full-time,4.03,Y
DP06189,Santosh S,Bike,Full-time,4.29,Y
DP10457,Suresh U,Bike,Contract,4.61,Y
DP10040,Rakesh X,Scooter,Full-time,4.58,N
DP02596,Arjun V,Scooter,Contract,4.46,Y
DP07740,Nikhil K,Cycle,Contract,3.82,Y
DP12654,Divya B,Scooter,Full-time,4.13,Y
DP13869,Nikhil W,Cycle,Part-time,4.11,Y
DP12991,Priya U,Cycle,Full-time,4.29,Y
DP07663,Divya F,Scooter,Part-time,4.47,N
DP01424,Meena Y,Cycle,Contract,4.78,Y
DP14889,Deepak Z,Bike,Part-time,4.46,Y
DP07986,Kiran L,Bike,Part-time,4.22,Y
DP04096,Meena K,Scooter,Contract,4.83,Y
DP12725,Amit Z,Scooter,Part-time,3.96,N
DP14472,Shreya Q,Scooter,Full-time,4.31,Y
DP10192,Manoj Z,Bike,Full-time,3.97,Y
DP05160,Deepak U,Scooter,Full-time,4.34,Y
DP04302,Arjun O,Car,Full-time,4.39,Y
DP12063,Vikas O,Scooter,Full-time,4.04,N
DP02012,Manoj X,Scooter,Part-time,4.53,Y
DP07275,Rahul G,Cycle,Part-time,4.14,Y
DP02779,Nikhil D,Scooter,Contract,4.61,Y
DP02611,Ravi X,Scooter,Contract,3.62,N
DP12603,Amit J,Car,Contract,4.05,Y
DP08361,Divya Y,Scooter,Full-time,4.76,Y
DP10860,Arjun Y,Bike,Full-time,3.51,Y
DP02564,Ananya X,Bike,Full-time,4.63,Y
DP06327,Deepak E,Cycle,Full-time,3.99,Y
DP08384,Rahul W,Scooter,Contract,4.6,Y
DP05102,Vikas V,Bike,Full-time,4.04,Y
DP00212,Kiran E,Bike,Full-time,3.74,Y
DP09290,Nikhil Z,Cycle,Full-time,4.01,Y
DP05791,Kiran Q,Scooter,Full-time,4.41,Y
DP00725,Amit V,Bike,Full-time,4.14,Y
DP05071,Meena H,Cycle,Contract,3.58,N
DP01409,Divya Z,Scooter,Full-time,4.52,Y
DP03182,Santosh S,Scooter,Full-time,4.36,N
DP11030,Suresh I,Bike,Full-time,4.02,Y
DP08226,Suresh J,Scooter,Full-time,4.5,Y
DP11838,Arjun D,Cycle,Part-time,4.2,Y
DP00832,Sneha F,Bike,Full-time,4.82,Y
DP07069,Nikhil M,Car,Contract,4.17,Y
DP13019,Neha R,Cycle,Full-time,4.91,Y
DP14268,Rahul Z,Scooter,Part-time,4.24,Y
DP14382,Suresh R,Scooter,Part-time,3.97,Y
DP05274,Ravi L,Bike,Full-time,4.46,Y
DP06681,Divya V,Cycle,Full-time,3.94,Y
DP05363,Rakesh Y,Scooter,Contract,4.01,N
DP11013,Priya E,Car,Part-time,4.37,Y
DP00771,Sneha A,Scooter,Full-time,3.95,Y
DP10628,Neha A,Scooter,Full-time,4.43,Y
DP12230,Rahul F,Cycle,Full-time,4.56,Y
DP01448,Shreya K,Bike,Contract,3.96,Y
DP07797,Rakesh F,Scooter,Contract,4.24,N
DP09853,Santosh H,Bike,Part-time,4.62,Y
DP00814,Deepak G,Bike,Full-time,4.42,Y
DP08991,Sneha H,Scooter,Full-time,4.11,Y
DP03263,Suresh W,Bike,Contract,4.12,Y
DP12292,Vikas W,Scooter,Part-time,4.59,Y
DP09963,Ravi O,Car,Full-time,4.56,Y
DP07606,Nikhil S,Car,Full-time,4.27,Y
DP02478,Kiran C,Bike,Full-time,3.96,Y
DP04868,Nikhil O,Scooter,Part-time,4.22,N
DP10305,Suresh V,Cycle,Full-time,4.35,Y
DP09142,Divya A,Scooter,Full-time,4.81,Y
DP10742,Vikas J,Bike,Part-time,4.4,Y
DP01572,Arjun W,Scooter,Full-time,3.55,Y
DP05116,Arjun O,Bike,Contract,3.99,Y
DP02845,Ananya C,Bike,Full-time,4.41,Y
DP13989,Priya U,Scooter,Full-time,4.14,N
DP12708,Sneha W,Scooter,Part-time,4.13,N
DP05552,Rakesh H,Bike,Part-time,4.17,Y
DP05700,Amit N,Scooter,Part-time,4.09,Y
DP14635,Suresh W,Bike,Part-time,3.53,Y
DP07160,Arjun Q,Cycle,Part-time,4.07,Y
DP04867,Neha J,Bike,Full-time,4.05,Y
DP06091,Pooja W,Scooter,Part-time,3.78,N
DP12258,Shreya E,Bike,Part-time,4.44,Y
DP06297,Santosh I,Bike,Full-time,3.72,Y
DP08228,Divya S,Bike,Contract,4.02,Y
DP08419,Nikhil H,Car,Contract,3.44,Y
DP10315,Amit B,Scooter,Part-time,4.17,Y
DP04572,Rahul K,Bike,Full-time,4.6,N
DP06162,Vikas S,Bike,Full-time,4.24,Y
DP14833,Neha I,Bike,Part-time,4.56,Y
DP03437,Santosh U,Scooter,Full-time,4.64,Y
DP07689,Nikhil A,Scooter,Contract,4.09,Y
DP05475,Rakesh C,Bike,Contract,4.09,Y
DP00716,Suresh S,Bike,Part-time,4.1,N
DP00088,Manoj L,Scooter,Contract,3.84,Y
DP06476,Pooja B,Scooter,Part-time,4.18,Y
DP13824,Ravi H,Car,Contract,4.24,Y
DP11905,Nikhil X,Scooter,Full-time,3.91,N
DP10896,Kiran I,Cycle,Part-time,4.33,Y
DP06030,Rahul F,Scooter,Full-time,3.97,N
DP10357,Neha O,Bike,Full-time,4.29,Y
DP00027,Divya G,Car,Full-time,3.84,N
DP06214,Ravi A,Scooter,Part-time,4.12,Y
DP06422,Priya F,Cycle,Full-time,3.62,Y
DP04408,Deepak D,Scooter,Part-time,4.13,Y
DP14018,Manoj K,Bike,Full-time,4.57,Y
DP09430,Ravi C,Scooter,Part-time,4.4,N
DP14581,Rakesh I,Bike,Full-time,4.04,Y
DP08853,Meena O,Scooter,Contract,4.05,Y
DP03104,Amit W,Bike,Full-time,4.54,Y
DP04069,Rakesh H,Car,Contract,4.01,Y
DP00135,Manoj Q,Scooter,Full-time,4.16,Y
DP12319,Suresh K,Scooter,Full-time,4.82,Y
DP09291,Nikhil C,Scooter,Full-time,4.21,Y
DP03646,Suresh H,Scooter,Full-time,4.45,Y
DP10418,Vikas L,Bike,Full-time,4.58,Y
DP07768,Manoj A,Bike,Full-time,4.94,Y
DP10482,Vikas S,Bike,Part-time,3.76,N
DP11518,Arjun D,Bike,Full-time,4.35,Y
DP09881,Ravi B,Scooter,Part-time,4.49,Y
DP14952,Suresh C,Scooter,Contract,4.16,Y
DP13867,Meena F,Bike,Contract,4.65,Y
DP11785,Ananya I,Bike,Full-time,4.2,Y
DP14963,Shreya X,Scooter,Full-time,4.33,Y
DP11235,Nikhil T,Bike,Full-time,4.33,Y
DP02527,Manoj V,Scooter,Full-time,4.38,Y
DP04204,Amit K,Cycle,Full-time,4.49,Y
DP11997,Divya E,Scooter,Full-time,4.39,Y
DP07537,Sneha M,Bike,Part-time,3.71,N
DP07898,Kiran X,Bike,Part-time,4.28,Y
DP04574,Meena Z,Bike,Contract,4.64,Y
DP08315,Santosh C,Cycle,Full-time,3.81,N
DP11278,Divya E,Cycle,Full-time,4.45,Y
DP03459,Neha Y,Bike,Contract,4.28,N
DP05238,Vikas M,Bike,Full-time,4.6,Y
DP01797,Rakesh W,Bike,Full-time,4.74,N
DP06744,Manoj Y,Bike,Full-time,4.42,Y
DP04838,Priya S,Bike,Contract,5,Y
DP08527,Priya P,Scooter,Contract,4.61,Y
DP05048,Meena M,Car,Full-time,4.65,Y
DP02797,Suresh N,Bike,Full-time,4.89,Y
DP05798,Neha X,Bike,Full-time,4.39,N
DP12105,Ananya I,Bike,Contract,3.6,N
DP10562,Neha Q,Scooter,Part-time,4.71,Y
DP09206,Deepak I,Bike,Contract,4.21,Y
DP04741,Vikas K,Scooter,Part-time,4.28,N
DP00487,Sneha R,Scooter,Contract,4.41,Y
DP09489,Ravi T,Scooter,Full-time,3.87,Y
DP11243,Rakesh I,Bike,Full-time,4.86,Y
DP13085,Rakesh G,Scooter,Part-time,3.81,Y
DP13198,Sneha L,Bike,Full-time,4.52,Y
DP10605,Sneha U,Bike,Full-time,3.9,Y
DP00364,Priya C,Bike,Full-time,3.88,Y
DP04694,Meena F,Bike,Contract,3.6,Y
DP10323,Priya L,Cycle,Contract,4.23,Y
DP01567,Arjun C,Cycle,Contract,4.03,Y
DP14753,Santosh M,Bike,Full-time,4.49,Y
DP09307,Kiran M,Bike,Contract,4.73,Y
DP13880,Divya Z,Bike,Full-time,4.29,Y
DP04562,Shreya C,Bike,Full-time,4.34,Y
DP00908,Ravi U,Car,Full-time,4.5,Y
DP07021,Ravi P,Bike,Contract,4.14,Y
DP01198,Rahul V,Scooter,Full-time,4.46,Y
DP00161,Manoj D,Scooter,Full-time,4.5,Y
DP11859,Neha R,Cycle,Full-time,4.34,Y
DP09653,Ananya D,Bike,Part-time,4.17,Y
DP05674,Vikas W,Scooter,Part-time,4.38,Y
DP01471,Suresh N,Car,Full-time,4.68,Y
DP13683,Vikas P,Scooter,Full-time,4.03,Y
DP04918,Rahul R,Cycle,Full-time,4.61,Y
DP08798,Pooja Z,Scooter,Full-time,4.5,Y
DP14348,Amit X,Scooter,Part-time,3.97,Y
DP00688,Deepak J,Cycle,Part-time,4.07,Y
DP01490,Neha E,Bike,Part-time,4.41,Y
DP11954,Meena M,Bike,Part-time,4.22,Y
DP06716,Santosh Y,Bike,Part-time,4.17,N
DP08890,Sneha Z,Scooter,Full-time,3.97,Y
DP03384,Rahul C,Cycle,Part-time,4.52,Y
DP02762,Meena U,Bike,Part-time,4.62,Y
DP09490,Arjun E,Cycle,Full-time,4.86,Y
DP07719,Suresh U,Scooter,Part-time,3.93,N
DP10205,Divya S,Scooter,Full-time,4.36,N
DP09711,Neha W,Scooter,Part-time,4.63,Y
DP04426,Rahul M,Scooter,Contract,4.04,N
DP03048,Arjun A,Scooter,Full-time,4,Y
DP01654,Meena L,Bike,Part-time,4.2,Y
DP05434,Santosh G,Bike,Full-time,3.72,N
DP13453,Priya I,Bike,Part-time,3.75,Y
DP06543,Vikas C,Cycle,Full-time,3.54,N
DP12864,Divya U,Bike,Part-time,4.41,Y
DP00726,Kiran H,Bike,Full-time,4.1,Y
DP07568,Neha Y,Car,Contract,3.92,Y
DP12201,Shreya U,Bike,Full-time,4.2,Y
DP11001,Shreya J,Scooter,Full-time,3.89,Y
DP09939,Vikas Z,Bike,Full-time,4.59,Y
DP03355,Rahul W,Bike,Part-time,4.7,Y
DP07246,Kiran H,Scooter,Full-time,4.48,Y
DP09304,Ravi L,Scooter,Full-time,4.13,Y
DP14676,Divya A,Scooter,Part-time,4.55,Y
DP10449,Divya A,Scooter,Full-time,4.03,N
DP08722,Ravi L,Scooter,Full-time,4.22,Y
DP11019,Priya Q,Bike,Full-time,4.09,Y
DP00094,Rakesh B,Scooter,Part-time,4.06,Y
DP14810,Meena L,Scooter,Part-time,4.65,Y
DP05910,Nikhil Q,Bike,Full-time,4.39,Y
DP07258,Neha Y,Cycle,Contract,3.86,Y
DP07787,Sneha Q,Cycle,Full-time,3.61,Y
DP10768,Amit B,Bike,Full-time,3.95,Y
DP00655,Ananya Z,Scooter,Full-time,4.16,Y
DP01063,Ananya P,Scooter,Part-time,4.17,Y
DP00414,Amit R,Bike,Part-time,4.32,Y
DP04978,Rakesh N,Scooter,Full-time,4.57,Y
DP13493,Suresh Q,Scooter,Full-time,4.5,Y
DP03365,Ananya P,Scooter,Contract,3.66,Y
DP03212,Santosh I,Scooter,Contract,4.02,Y
DP01094,Suresh R,Scooter,Part-time,3.63,Y
DP11983,Santosh I,Scooter,Contract,4.48,Y
DP05422,Divya P,Bike,Full-time,4.07,Y
DP05743,Manoj R,Bike,Contract,4.41,Y
DP12268,Santosh R,Bike,Contract,4.28,N
DP11637,Arjun V,Bike,Full-time,4.62,Y
DP06863,Rahul D,Scooter,Full-time,4.27,Y
DP04248,Rahul X,Bike,Part-time,4.37,Y
DP09000,Meena I,Scooter,Part-time,4.05,Y
DP01542,Shreya F,Scooter,Part-time,3.9,Y
DP08469,Ananya T,Scooter,Part-time,4.31,Y
DP05509,Suresh X,Bike,Contract,3.84,Y
DP05668,Rakesh Z,Bike,Contract,3.57,Y
DP02628,Ravi D,Bike,Part-time,3.95,N
DP12089,Kiran P,Scooter,Part-time,4.3,Y
DP07662,Ananya N,Bike,Part-time,4.06,Y
DP05506,Rakesh G,Cycle,Full-time,4.31,N
DP08596,Neha B,Scooter,Part-time,4.23,Y
DP06594,Priya O,Scooter,Full-time,4.15,Y
DP03454,Amit H,Bike,Full-time,3.91,N
DP14950,Pooja U,Bike,Full-time,4,Y
DP04268,Manoj B,Bike,Full-time,3.99,Y
DP12565,Ananya Y,Scooter,Part-time,4.39,Y
DP08719,Suresh P,Bike,Part-time,3.88,N
DP00804,Ravi I,Cycle,Contract,4.15,Y
DP14834,Kiran P,Bike,Contract,4.04,Y
DP00903,Priya Q,Scooter,Full-time,3.99,Y
DP03448,Deepak U,Scooter,Full-time,4.34,Y
DP03969,Suresh Y,Bike,Full-time,4.29,Y
DP09472,Rahul R,Bike,Part-time,4.23,Y
DP11370,Rakesh O,Scooter,Full-time,3.74,Y
DP01989,Vikas W,Scooter,Contract,4.05,Y
DP08803,Arjun T,Car,Part-time,4.43,N
DP01046,Rakesh L,Scooter,Full-time,4.03,Y
DP14569,Nikhil J,Bike,Full-time,4.33,N
DP13390,Vikas T,Car,Part-time,4.99,Y
DP11940,Kiran Q,Scooter,Full-time,3.96,Y
DP03946,Manoj Q,Scooter,Full-time,4.2,Y
